Red: Red de Vigilancia y Control de la Contaminación Atmosférica
Estación: 03014009-Alacant - Rabassa
	
FECHA	HORA	Veloc.	Direc.	Temp.	H.Rel.	Pres.	R.Sol.	Precip.	PM2.5	PM1	SO2	CO	NO	NO2	PM10	NOx	O3
05/01/2014	06	3,9	301	11	45	1003	0	0	5	2	2	0	13	56	32	76	32
05/01/2014	07	4,2	298	10,9	46	1004	0	0	4	1	2	0	6	36	21	46	48
05/01/2014	08	2,3	304	11,6	40	1005	12	0	4	1	3	0	15	55	15	78	32
05/01/2014	09	1,3	288	12,4	35	1006	94	0	2	1	3	0	7	33	5	44	52
05/01/2014	10	2,6	260	12,7	34	1005	126	0	1	1	2	0	1	2	1	3	80
05/01/2014	11	2,1	275	15,2	28	1005	407	0	1	1	2	0,1	1	1	3	3	83
05/01/2014	12	1,4	264	17,1	28	1004	517	0	1	1	2	0,2	2	5	4	7	79
05/01/2014	13	1,3	236	18,1	29	1003	476	0	2	1	2	0,1	1	2	3	3	80
05/01/2014	14	2,5	296	19,8	31	1002	387	0	1	1	2	0,1	2	5	5	7	75
05/01/2014	15	2,3	305	19,5	34	1002	298	0	2	1	2	0,1	4	11	8	16	68
05/01/2014	16	2	300	18,8	37	1002	169	0	3	1	1	0,1	7	27	10	38	53
05/01/2014	17	2,6	292	17,5	43	1003	30	0	3	1	1	0,1	6	25	14	34	54
05/01/2014	18	2,9	302	15,8	49	1003	0	0	3	1	1	0,2	7	37	13	47	42
05/01/2014	19	2,8	310	15,1	53	1003	0	0	2	1	1	0,2	2	12	5	15	62
05/01/2014	20	1,5	293	14,9	54	1003	0	0	2	1	1	0,3	2	15	5	19	59
05/01/2014	21	1,4	326	14,5	56	1003	0	0	1	1	1	0,3	1	4	1	6	65
05/01/2014	22	0,5	295	14,4	57	1002	0	0	2	1	1	0,3	1	23	9	25	47
05/01/2014	23	0,5	285	13,8	59	1002	0	0	1	1	1	0,3	1	8	4	10	58
06/01/2014	00	1	306	13,4	61	1002	0	0	2	1	1	0,3	1	7	7	9	54
06/01/2014	01	1,6	301	13,9	59	1001	0	0	2	1	1	0,2	1	9	4	11	54
06/01/2014	02	1,4	316	13,7	60	1001	0	0	1	0	1	0,2	1	2	1	3	61
06/01/2014	03	0,8	290	13,4	60	1001	0	0	2	1	1	0,3	1	9	4	11	52
06/01/2014	04	0,7	297	13	61	1001	0	0	2	1	1	0,2	1	15	7	16	45
06/01/2014	05	0,3	232	12,5	63	1001	0	0	1	1	1	0,2	1	4	2	6	54
06/01/2014	06	0,3	268	12,2	64	1001	0	0	2	1	1	0,2	1	5	9	6	50
06/01/2014	07	0,5	311	10,5	68	1001	0	0	1	1	1	0,3	1	11	3	13	39
06/01/2014	08	0,6	316	9,7	74	1001	27	0	1	1	1	0,2	1	5	2	7	36
06/01/2014	09	0,3	328	12,5	68	1002	169	0	2	1	1	0,2	3	10	5	14	35
06/01/2014	10	0,1	122	15,9	56	1002	316	0	2	1	1	0,3	3	12	15	16	41
06/01/2014	11	0,2	150	17,7	51	1002	423	0	2	2	1	0,1	3	12	3	17	46
06/01/2014	12	1,5	218	19,7	43	1001	481	0	1	1	1	0	1	3	2	5	59
06/01/2014	13	1,6	209	20,2	42	1000	478	0	3	2	1	0,1	1	4	3	5	60
06/01/2014	14	1,6	203	20,1	43	999	421	0	3	3	1	0,1	2	4	4	6	62
06/01/2014	15	1,5	195	19,8	47	999	312	0	3	3	1	0	1	5	3	6	63
06/01/2014	16	1,2	195	18,8	53	1000	168	0	4	3	1	0,1	1	5	5	7	64
06/01/2014	17	0,8	190	17,4	58	1000	30	0	4	3	1	0,1	1	8	5	10	63
06/01/2014	18	0,2	86	15,4	66	1001	0	0	6	5	1	0,2	1	26	9	28	47
06/01/2014	19	0,1	47	14	76	1001	0	0	8	7	1	0,3	4	56	10	62	23
06/01/2014	20	0,3	356	12,5	80	1002	0	0	11	10	1	0,4	13	63	13	83	8
06/01/2014	21	0,3	356	11,3	81	1002	0	0	11	11	1	0,5	10	47	13	62	9
06/01/2014	22	0,3	3	11,3	81	1002	0	0	13	12	2	0,7	18	54	14	81	5
06/01/2014	23	0,9	328	9,4	81	1002	0	0	8	8	1	0,5	2	23	9	26	19
07/01/2014	00	0,8	324	9,2	78	1002	0	0	5	4	1	0,2	1	11	5	13	29
07/01/2014	01	1,1	326	9,7	68	1001	0	0	3	3	1	0,1	1	9	4	11	37
07/01/2014	02	1,3	319	10,7	60	1001	0	0	3	2	2	0,1	1	10	4	12	44
07/01/2014	03	1,5	327	9,9	60	1001	0	0	3	2	2	0,1	1	7	3	8	43
07/01/2014	04	0,6	332	9,7	56	1002	0	0	2	2	2	0	1	7	2	9	44
07/01/2014	05	1,1	332	9	58	1002	0	0	2	2	2	0	1	8	3	9	41
07/01/2014	06	0,9	330	8,6	57	1002	0	0	2	2	3	0	2	13	3	16	38
07/01/2014	07	1,2	339	8,8	54	1002	0	0	3	2	3	0,1	2	22	3	24	32
07/01/2014	08	0,8	335	9,2	53	1003	29	0	3	2	3	0	3	34	5	39	24
07/01/2014	09	0,4	347	11,5	46	1003	158	0	5	4	3	0,1	12	43	12	61	21
07/01/2014	10	0,2	8	14,7	34	1004	290	0	5	4	3	0,3	28	56	11	100	23
07/01/2014	11	0,1	154	17,5	30	1004	411	0	4	3	3	0,2	18	50	10	77	35
07/01/2014	12	0,1	111	18,7	31	1003	427	0	4	3	3	0,2	19	55	10	84	38
07/01/2014	13	0,3	158	18,1	43	1003	414	0	9	5	2	0,2	22	57	41	89	33
07/01/2014	14	0,2	174	18,3	42	1002	367	0	7	4	2	0,2	10	39	27	54	45
07/01/2014	15	0,2	154	19	35	1002	337	0	7	6	2	0,2	5	30	11	37	54
07/01/2014	16	0,2	135	18,1	45	1002	181	0	7	7	1	0,2	6	38	13	47	44
07/01/2014	17	0,1	139	15,9	57	1003	26	0	7	6	1	0,2	2	46	12	49	36
07/01/2014	18	0,1	51	14,6	64	1003	0	0	10	8	1	0,4	17	76	20	102	12
07/01/2014	19	0,1	41	13,4	71	1003	0	0	20	17	2	0,7	101	106	32	261	5
07/01/2014	20	0,3	356	11,3	67	1004	0	0	14	12	2	0,5	57	71	24	159	5
07/01/2014	21	0,6	342	9,9	63	1004	0	0	10	9	2	0,4	12	48	18	66	6
07/01/2014	22	0,7	334	9,4	61	1004	0	0	9	8	1	0,3	3	38	13	42	11
07/01/2014	23	0,6	329	8,6	62	1005	0	0	10	9	1	0,3	2	39	16	42	11
08/01/2014	00	0,7	334	8,4	62	1004	0	0	11	9	2	0,3	4	50	15	56	6
08/01/2014	01	0,9	331	8,3	60	1004	0	0	9	8	2	0,2	2	49	13	52	7
08/01/2014	02	1	329	7,4	62	1005	0	0	9	8	2	0,1	2	46	12	49	7
08/01/2014	03	1,2	334	7,1	62	1004	0	0	7	7	2	0,1	1	28	9	30	19
08/01/2014	04	1,1	338	7,2	61	1004	0	0	7	7	2	0,1	1	29	9	31	18
08/01/2014	05	0,8	342	6,8	61	1004	0	0	7	6	2	0	1	29	8	30	18
08/01/2014	06	0,5	354	6,1	63	1005	0	0	6	6	2	0	4	34	7	39	12
08/01/2014	07	0,9	348	6	62	1005	0	0	4	4	3	0,1	11	45	6	61	7
08/01/2014	08	0,9	331	5,8	64	1005	27	0	6	5	3	0	21	47	10	79	7
08/01/2014	09	0,7	334	9,4	55	1006	178	0	6	4	3	0,1	19	40	12	70	16
08/01/2014	10	0,2	27	14,8	41	1006	337	0	7	4	2	0,1	14	36	38	58	26
08/01/2014	11	0,1	122	15,9	37	1006	441	0	10	6	3	0,2	48	62	33	136	22
08/01/2014	12	0,2	80	16,5	45	1006	492	0	8	7	2	0,1	21	44	18	75	38
08/01/2014	13	0,1	71	16,8	54	1005	490	0	10	9	1	0,1	7	29	12	39	47
08/01/2014	14	0,2	88	17,1	61	1004	436	0	12	12	1	0,2	6	24	15	33	49
08/01/2014	15	0,5	85	16,3	66	1004	330	0	11	10	1	0,2	4	21	13	26	53
08/01/2014	16	0,5	87	15	75	1004	155	0	12	11	1	0,2	3	27	13	31	43
08/01/2014	17	0,2	56	14	80	1004	37	0	12	11	1	0,3	3	38	13	42	32
08/01/2014	18	0,1	57	13	83	1005	0	0	15	14	1	0,4	6	67	19	76	11
08/01/2014	19	0,3	339	11,7	85	1005	0	0	19	17	0	0,6	51	81	23	159	5
08/01/2014	20	0,6	339	9,2	88	1006	0	0	23	22	1	0,6	43	48	27	113	4
08/01/2014	21	1	332	8,5	88	1006	0	0	18	17	1	0,3	9	33	20	47	7
08/01/2014	22	1,4	329	7,8	85	1006	0	0	13	13	1	0,2	3	27	14	31	13
08/01/2014	23	1,4	329	8	78	1005	0	0	8	8	2	0,1	1	16	8	18	26
09/01/2014	00	1,2	330	7,9	74	1005	0	0	9	8	2	0,2	1	18	10	20	29
09/01/2014	01	1,3	330	7,8	77	1005	0	0	12	11	2	0,2	2	31	13	34	17
09/01/2014	02	1,2	329	7,4	72	1004	0	0	10	9	2	0,2	1	38	11	39	15
09/01/2014	03	1,2	332	7,4	69	1004	0	0	10	9	2	0,2	1	29	10	30	22
09/01/2014	04	1	334	6,9	70	1004	0	0	10	10	2	0,2	1	27	11	29	22
09/01/2014	05	0,8	343	6,6	70	1004	0	0	10	10	2	0,1	1	26	11	27	21
09/01/2014	06	0,7	337	6,1	70	1004	0	0	9	9	2	0	1	27	10	28	21
09/01/2014	07	0,9	334	5,7	71	1004	0	0	10	9	3	0,2	3	38	11	43	12
09/01/2014	08	0,9	334	6	70	1004	16	0	9	8	3	0,2	11	45	14	62	9
09/01/2014	09	0,6	341	8,2	65	1004	132	0	12	10	3	0,3	17	43	17	68	16
09/01/2014	10	0,2	337	12,4	55	1005	276	0	17	15	3	0,3	15	41	28	64	28
09/01/2014	11	0,1	93	15,6	55	1005	419	0	11	9	2	0,1	4	21	17	27	52
09/01/2014	12	0,2	147	14,9	64	1004	383	0	11	10	1	0,1	7	30	13	41	47
09/01/2014	13	0,2	117	15,1	69	1003	436	0	13	12	1	0,1	4	22	14	29	56
09/01/2014	14	0,4	127	14,7	73	1002	402	0	12	11	1	0,1	2	12	13	15	71
09/01/2014	15	0,4	100	14,5	75	1002	282	0	13	12	1	0,1	2	10	14	13	73
09/01/2014	16	0,4	80	13,4	79	1001	106	0	12	12	1	0,2	2	10	14	12	72
09/01/2014	17	0,2	71	13	82	1002	22	0	11	10	1	0,2	2	13	12	15	69
09/01/2014	18	0,2	56	12,7	84	1002	0	0	13	12	1	0,2	2	11	13	14	69
09/01/2014	19	0,1	68	12,5		1002	0	0	11	11	1	0,2	1	9	12	11	70
09/01/2014	20	0,1	51	12,6		1002	0	0	13	12	1	0,3	1	11	13	13	68
09/01/2014	21	0,1	67	12,5		1002	0	0	12	11	1	0,3	1	8	12	9	69
09/01/2014	22	0,1	42	12,4		1002	0	0	13	13	1	0,4	1	6	14	8	68
09/01/2014	23	0,1	12	12,2		1002	0	0	20	19	1	0,3	1	7	21	9	62
10/01/2014	00	0,1	359	11,8	84	1001	0	0	20	19	1	0,3	1	6	21	8	61
10/01/2014	01	0,1	357	10,8	86	1001	0	0	18	18	1	0,3	1	10	19	11	41
10/01/2014	02	0,1	19	10,7	84	1001	0	0	18	18	1	0,2	1	10	18	11	38
10/01/2014	03	0,3	358	10,9	85	1001	0	0	18	18	1	0,2	1	7	19	8	46
10/01/2014	04	0,2	8	10,9	84	1000	0	0	17	17	2	0,2	1	5	18	6	51
10/01/2014	05	0,3	330	10,5	85	1000	0	0	16	16	1	0,2	1	9	17	11	41
10/01/2014	06	0,6	326	9,6	86	999	0	0	16	16	1	0,3	1	19	17	21	29
10/01/2014	07	0,6	327	9		1000	0	0	17	16	2	0,3	3	32	18	36	15
10/01/2014	08	0,5	316	9,2		1000	10	0	17	16	1	0,2	13	45	21	65	8
10/01/2014	09	0,5	328	10,1		1001	67	0	19	18	1	0,3	9	38	22	51	18
10/01/2014	10	0,6	324	11,3	83	1001	113	0	19	18	2	0,4	8	34	22	46	24
10/01/2014	11	0,4	328	12,7	78	1001	164	0	17	16	2	0,1	3	24	21	29	41
10/01/2014	12	0,1	88	13,5	73	1000	168	0	15	14	2	0,1	2	18	17	21	56
10/01/2014	13	0,1	157	14,7	68	1000	296	0	15	14	2	0,1	3	21	18	26	56
10/01/2014	14	0,3	111	15,2	69	999	335	0	17	16	1	0,2	3	16	20	20	60
10/01/2014	15	0,7	86	14,5	73	999	189	0	17	16	1	0,1	2	12	19	15	62
10/01/2014	16	0,8	80	13,8	76	998	83	0	16	15	2	0,1	1	15	18	18	58
10/01/2014	17	0,9	74	13,6	79	998	18	0	14	13	2	0,1	2	19	16	22	55
10/01/2014	18	0,7	81	13,1	82	999	0	0	14	13	2	0,2	1	17	15	18	57
10/01/2014	19	0,6	83	12,8	83	1000	0	0	16	15	2	0,2	1	17	17	19	54
10/01/2014	20	0,2	58	12,6	84	1000	0	0	19	18	2	0,3	1	26	20	28	42
10/01/2014	21	0,4	329	11,4	86	999	0	0	22	21	2	0,5	11	63	24	79	6
10/01/2014	22	0,2	287	10,9	88	999	0	0	25	24	2	0,4	5	45	28	53	10
10/01/2014	23	0,3	298	10,1	88	999	0	0	24	23	2	0,4	5	36	26	43	9
11/01/2014	00	0,4	7	9,7	88	999	0	0	24	24	3	0,4	5	32	25	39	8
11/01/2014	01	0,4	8	9,3	87	998	0	0	23	22	3	0,3	3	27	23	32	9
11/01/2014	02	0,4	304	8,6	87	999	0	0	19	18	2	0,1	2	18	21	20	14
11/01/2014	03	0,7	355	8,9	87	999	0	0	19	19	3	0,1	1	18	19	20	13
11/01/2014	04	0,5	360	9,1	84	999	0	0	15	15	3	0,1	2	17	16	19	19
11/01/2014	05	0,7	322	7,8	86	999	0	0	15	14	3	0	1	14	15	16	15
11/01/2014	06	0,9	329	7,9	87	999	0	0	14	14	3	0	2	15	15	18	14
11/01/2014	07	0,5	345	8,5	85	999	0	0	10	10	3	0	1	15	10	17	19
11/01/2014	08	0,4	317	8,7	84	1000	0	0	11	10	3	0,1	4	23	14	29	13
11/01/2014	09	0,4	328	9,7	84	1001	23	0	14	13	3	0,1	5	24	17	32	12
11/01/2014	10	0,2	334	11,4	80	1002	84	0	21	20	3	0,4	6	27	23	36	18
11/01/2014	11	0,2	315	13,3	74	1002	168	0	20	18	3	0,2	11	32	32	49	20
11/01/2014	12	0,1	278	14,9	66	1002	185	0	17	13	3	0,2	6	27	47	37	33
11/01/2014	13	0,3	211	15,4	62	1001	176	0	13	12	3	0,2	3	21	18	26	52
11/01/2014	14	0,7	287	14	71	1000	115	0,1	12	11	3	0,3	2	17	17	20	50
11/01/2014	15	0,1	277	14,8	73	1000	126	0	11	9	3	0,2	9	34	20	47	38
11/01/2014	16	0,1	110	15	69	1001	75	0	10	9	2	0,2	1	15	10	17	59
11/01/2014	17	0,1	73	13,6	75	1001	15	0	16	15	2	0,4	2	36	18	39	30
11/01/2014	18	0,1	32	12,6	80	1001	0	0	20	19	2	0,5	28	69	23	112	6
11/01/2014	19	0,1	9	11,8	83	1002	0	0	23	22	2	0,6	39	66	25	126	5
11/01/2014	20	0,3	346	10,7	85	1003	0	0	25	24	2	0,6	24	53	31	89	5
11/01/2014	21	0,8	330	9,8	88	1003	0	0	19	19	2	0,5	3	31	20	35	8
11/01/2014	22	1	324	9,6	88	1004	0	0	16	15	3	0,4	2	19	16	21	15
11/01/2014	23	0,8	329	9,5	87	1004	0	0	15	14	3	0,4	1	12	15	13	20
12/01/2014	00	0,6	335	8,7	88	1004	0	0	17	17	3	0,5	2	19	18	22	12
12/01/2014	01	0,4	323	8,3		1004	0	0	19	19	3	0,4	3	26	19	30	5
12/01/2014	02	0,1	351	8,4		1004	0	0	19	18	3	0,3	2	23	20	27	9
12/01/2014	03	0,4	327	8,1		1004	0	0	18	18	3	0,3	2	18	19	21	10
12/01/2014	04	0,4	322	7,6		1004	0	0	15	15	3	0,2	2	12	17	14	14
12/01/2014	05	0,9	311	8,4		1004	0	0	16	14	3	0,2	3	18	21	22	14
12/01/2014	06	0,4	313	8,7	86	1004	0	0	15	13	3	0,1	5	16	21	22	15
12/01/2014	07	0,2	15	9	85	1005	0	0	15	15	3	0,1	2	18	17	21	18
12/01/2014	08	0,1	35	10,4	83	1005	13	0	13	12	3	0,3	2	25	14	28	25
12/01/2014	09	0,1	313	12	78	1006	157	0	15	15	3	0,3	5	24	18	31	24
12/01/2014	10	0,1	230	14	71	1006	284	0	16	15	2	0,3	4	19	19	25	38
12/01/2014	11	0,1	119	15,4	68	1007	391	0	17	16	2	0,2	8	26	20	38	39
12/01/2014	12	0,2	122	16	65	1006	448	0	19	18	3	0,2	9	31	22	44	40
12/01/2014	13	0,4	111	16,3	66	1005	452	0	18	17	2	0,2	4	20	20	27	47
12/01/2014	14	0,3	85	16,5	65	1005	398	0	18	17	3	0,2	2	14	21	17	61
12/01/2014	15	0,1	84	16,8	64	1005	284	0	19	18	2	0,2	2	13	21	16	64
12/01/2014	16	0,2	116	16	67	1005	125	0	19	18	2	0,3	1	11	21	13	66
12/01/2014	17	0,1	173	14,9	72	1005	37	0	20	19	2	0,3	2	20	22	22	57
12/01/2014	18	0,1	307	13,6	76	1005	0	0	20	19	1	0,3	2	30	23	32	42
12/01/2014	19	0,1	352	12,7	80	1005	0	0	24	22	2	0,4	11	72	35	89	5
12/01/2014	20	0,2	252	13,4	78	1005	0	0	24	22	1	0,4	7	56	33	66	16
12/01/2014	21	0,6	287	16,2	63	1005	0	0	14	12	2	0,3	5	34	21	41	32
12/01/2014	22	0,9	303	15,8	62	1005	0	0	11	10	2	0,3	4	30	17	35	32
12/01/2014	23	0,9	315	15,2	62	1005	0	0	10	8	2	0,3	3	25	19	29	34
13/01/2014	00	0,6	334	15	61	1005	0	0	9	7	2	0,3	0	7	11	8	47
